Node,Closeness Centrality Score,Betweenness Centrality Score,Degree Centrality Score,Evector Centrality Scores
804,0.3181531673495115,4.940688130790902e-06,0.010153541357107478,3.7961937103811174e-06
805,0.31559202813599063,1.6517240733321184e-07,0.006686478454680535,2.1914893488576725e-06
806,0.3372025052192067,0.00011521510532439409,0.0158494304110946,8.10265782847613e-06
807,0.31554270532155976,2.949161941029394e-06,0.006191183754333828,8.00518353149436e-06
808,0.3175776641761699,2.898799732956209e-05,0.02228826151560178,3.857473121591864e-06
809,0.3168301294625343,4.474479570755664e-06,0.01906884596334819,3.683615676669891e-05
810,0.31777760289604157,6.374425031004622e-06,0.009905894006934125,2.8359570153055287e-06
811,0.31537019681349576,1.1442160880068264e-06,0.004457652303120356,2.555259273227072e-06
812,0.3149765990639626,0.0,0.0004952947003467063,1.7911283089735107e-06
813,0.3342438539855972,0.00018274586355308852,0.012134720158494303,4.482550900717592e-05
814,0.33510373443983404,0.00010305615718420479,0.004952947003467063,2.149111270871158e-06
815,0.3193104538984659,6.31453366830348e-05,0.033680039623576026,6.077408425596003e-05
816,0.3179527559055118,2.2959602654439985e-05,0.03021297672114908,5.7071514286161525e-05
817,0.3185547491322184,2.619020760205347e-05,0.036156513125309556,6.703876441629185e-05
818,0.31888178156834873,1.5913428164500787e-05,0.010401188707280832,3.244996336201815e-06
819,0.3157400891391039,5.903743309190127e-07,0.008172362555720653,2.283135341388402e-06
820,0.33644392601233125,0.0005349134458434096,0.024764735017335313,6.85236679868997e-05
821,0.31810304080668034,1.3360592990216347e-05,0.0316988608221892,6.37796514847998e-05
822,0.3162841701261064,1.0309179718307657e-06,0.013620604259534423,2.6313578420433533e-05
823,0.3158141717503519,1.9173270941456426e-05,0.008915304606240713,8.052882270046309e-06
824,0.3352428393524284,0.00043617240714322996,0.016840019811788013,7.135682546712058e-06
825,0.3174029240685427,1.250538852893423e-05,0.024764735017335313,4.733151002011752e-05
826,0.3164824829532095,1.8827266537927799e-06,0.015601783060921248,2.8173259653024196e-05
827,0.31797779352704936,1.3049740061982123e-05,0.030460624071322436,6.054465304599006e-05
828,0.31517327505463627,8.801992201460934e-07,0.0024764735017335313,2.307766580757662e-06
829,0.31845425867507887,4.059555180076397e-05,0.009162951956414065,4.317577089389907e-06
830,0.3177025963808025,1.2939703942315852e-05,0.022535908865775136,4.063356686195721e-05
831,0.31775259678942397,2.7944151339637198e-05,0.024021792966815253,4.026355828629224e-06
832,0.3150503237887181,0.0,0.0012382367508667657,2.553679602030182e-06
833,0.31675556950109823,1.5740206760257724e-05,0.01832590391282813,3.5722304342602428e-06
834,0.31630894563684786,6.8584372603843805e-06,0.009162951956414065,2.527014072643165e-06
835,0.3185296205726907,1.627648288317239e-05,0.010401188707280832,3.406892489383399e-06
836,0.3157400891391039,5.63537112819419e-06,0.008172362555720653,2.972131717383011e-06
837,0.31658173265386125,1.9700291520238724e-06,0.01659237246161466,3.672756792948646e-05
838,0.3391567277003192,0.0011108897670658814,0.05794947994056463,0.00012709816165772675
839,0.31500117013807627,6.134440182644368e-08,0.0007429420505200594,1.8128145580764815e-06
840,0.3150503237887181,1.9347080576032235e-07,0.0012382367508667657,1.8471590364096596e-06
841,0.31583887368009383,2.631676907132107e-06,0.009162951956414065,2.6104276280172874e-06
842,0.31541946570848306,1.914789001252586e-06,0.004952947003467063,2.1955409721706055e-06
843,0.31893215385830503,2.6092321085324083e-05,0.007677067855373947,3.6375897976930634e-06
844,0.33776662484316183,0.00019149200350351345,0.01906884596334819,9.087606512112778e-06
845,0.31700423928403204,8.61515606787029e-06,0.020802377414561663,3.506009524844183e-05
846,0.3358004158004158,0.00027639215527264395,0.009162951956414065,2.8362533813576025e-06
847,0.3383042895442359,0.0019978523087357245,0.03392768697374938,0.00017046573886177947
848,0.31500117013807627,0.0,0.0007429420505200594,1.814467828062193e-06
849,0.3154441059292243,1.8082699728330094e-07,0.005200594353640416,2.0971533857441356e-06
850,0.3152224824355972,6.882257652528634e-07,0.0029717682020802376,2.5612742349966968e-06
851,0.315962441314554,9.18721322512993e-07,0.010401188707280832,2.1617451916903465e-05
852,0.3165569143932267,2.9948177534290097e-05,0.016344725111441305,4.085947453680299e-06
853,0.319588444796201,4.879925192318115e-05,0.04110946012877662,7.483570757117934e-05
854,0.31517327505463627,2.095933729070159e-07,0.0024764735017335313,2.0780120110026685e-06
855,0.3354377803621864,0.0003021278906344193,0.013125309559187715,4.603762761450439e-05
856,0.3177025963808025,9.161245788186617e-06,0.02773650321941555,5.1249124253071153e-05
857,0.3164824829532095,1.913741547367247e-05,0.009162951956414065,2.924169459396917e-06
858,0.3150994927818962,0.0,0.001733531451213472,1.876787728765483e-06
859,0.31845425867507887,3.6434479193578756e-05,0.018078256562654778,3.5902905855586727e-06
860,0.33675256442331747,6.636010775141296e-05,0.010401188707280832,7.353153206959651e-06
861,0.31675556950109823,3.6969063565672142e-06,0.01832590391282813,3.386421588838089e-05
862,0.3382192813468465,0.0007910239758386794,0.04507181773155027,0.00011047423824161647
863,0.3201966537150107,7.45619948822765e-05,0.0470529965329371,8.336276147869251e-05
864,0.3157154026583268,5.348348418314837e-07,0.0079247152055473,2.2682283831037644e-06
865,0.3161851068827813,1.2172916992587764e-06,0.01263001485884101,3.0323783640958026e-06
866,0.3170291277380859,3.989599412762167e-06,0.021050024764735015,4.109967350241558e-05
867,0.31559202813599063,3.0436269517348414e-07,0.006686478454680535,2.4676877635458038e-06
868,0.31765261170547515,1.246140662731281e-06,0.010153541357107478,2.8279239548915085e-06
869,0.31502574504602904,0.0,0.0009905894006934125,2.096184691452049e-06
870,0.315962441314554,6.840888337761616e-06,0.0029717682020802376,2.6105089108381935e-06
871,0.3157647794807632,3.714113923254879e-06,0.003714710252600297,2.700281349193614e-06
872,0.31495203182279075,0.0,0.00024764735017335313,1.774621069210282e-06
873,0.3156660412757974,1.927396798661771e-06,0.002228826151560178,2.23189759045711e-06
874,0.31700423928403204,5.166721348031939e-06,0.020802377414561663,3.7548192603618533e-05
875,0.3160613650594865,8.609655674748559e-07,0.011391778107974244,2.2643212998688636e-05
876,0.3197402803072294,4.9723836293144135e-05,0.047795938583457154,8.652135477337972e-05
877,0.3192852059777022,4.075767919789526e-05,0.0433382862803368,7.87673312109901e-05
878,0.31755268952500787,6.510512857691885e-06,0.009162951956414065,2.765988083323416e-06
879,0.31675556950109823,1.7456768303120492e-05,0.013125309559187715,2.281871962271314e-05
880,0.3149765990639626,0.0,0.0004952947003467063,1.787498761402528e-06
881,0.3149765990639626,0.0,0.0004952947003467063,2.042783308370079e-06
882,0.31797779352704936,3.2205921924584923e-06,0.01337295690936107,3.0971053816398e-06
883,0.3175776641761699,2.379066323525453e-06,0.00396235760277365,2.8610151037885073e-06
884,0.3160118954452966,2.286263120773745e-06,0.010896483407627538,2.024619417140438e-05
885,0.3193609617209744,4.6908498641589444e-05,0.044081228330856856,8.25955641264536e-05
886,0.3178776666929072,1.2862884993271184e-06,0.005448241703813769,2.7151435477261463e-06
887,0.3152224824355972,6.210376612178064e-07,0.0029717682020802376,7.111942050767887e-06
888,0.31675556950109823,3.610791008760127e-06,0.01832590391282813,3.607079478854801e-05
889,0.3151486771247951,0.0,0.002228826151560178,1.8821231427161524e-06
890,0.3161603507673035,4.802881922255639e-06,0.012382367508667657,3.5074604749975175e-06
891,0.3424936386768448,0.004097162971815614,0.012382367508667657,1.2611154134500378e-05
892,0.3174029240685427,4.150290104144423e-06,0.007677067855373947,2.5529506334458857e-06
893,0.3163585083046067,5.296649298324141e-06,0.009162951956414065,1.5192763377043056e-05
894,0.3354099177672564,0.00011028999780352869,0.008420009905894007,6.795472445884052e-06
895,0.31755268952500787,2.8590000512074672e-05,0.02625061911837543,4.5809622721203156e-05
896,0.3351315461864055,5.0830254792246105e-05,0.005200594353640416,2.1758518777487437e-06
897,0.31537019681349576,1.5358298187227058e-06,0.0024764735017335313,5.027610825982925e-06
898,0.31588828913400613,9.589950534692168e-06,0.005448241703813769,2.292930810121327e-06
899,0.3164080865068171,4.990951736222679e-06,0.014858841010401188,3.2095080848468687e-06
900,0.3151240830341814,3.1458667603304447e-09,0.001981178801386825,1.962964298975618e-06
901,0.3161355985281453,7.0568719534495055e-06,0.007429420505200594,2.341932746722473e-06
902,0.3182033096926714,1.6463093997905767e-05,0.0274888558692422,5.174070872787925e-05
903,0.3150503237887181,1.8403320547933104e-07,0.0012382367508667657,2.6815687078492555e-06
904,0.3154441059292243,2.918299820622971e-06,0.005200594353640416,3.101977123896816e-06
905,0.3417400135409614,0.0014287364963010384,0.005943536404160475,4.478696126118867e-06
906,0.33870156014091596,0.006056580020060359,0.03665180782565626,6.860809333313012e-05
907,0.33521500913166197,6.390037866664365e-05,0.005943536404160475,2.682012003408075e-06
908,0.3163585083046067,2.6032346805504388e-06,0.003467062902426944,3.8493719793967045e-06
909,0.31700423928403204,8.837339375597463e-06,0.01510648836057454,3.826378345275081e-06
910,0.3153948293368742,3.6105562217849705e-06,0.0047052996532937095,2.396180358462083e-06
911,0.3359400998336107,0.00013714586599355722,0.008420009905894007,6.644352464188846e-06
912,0.31650728954381563,5.345206682236507e-06,0.0158494304110946,3.3286615727718706e-06
913,0.31953786499960435,5.065916270833906e-05,0.016344725111441305,5.3256462704037855e-06
914,0.31675556950109823,1.1373416048168081e-05,0.007181773155027241,2.3765757178156183e-06
915,0.3177275946179873,1.525040905191267e-05,0.009410599306587419,3.411510700013575e-06
916,0.3149765990639626,0.0,0.0004952947003467063,1.7972067214583582e-06
917,0.3204253293128075,0.00015418331946305362,0.05448241703813769,9.482296617386275e-05
918,0.3162841701261064,3.725178435266551e-06,0.013620604259534423,3.0900560275087044e-06
919,0.31549339792171266,1.089736597105427e-06,0.005695889053987122,2.4628207173437984e-06
920,0.31564136637223483,2.2790605620999806e-06,0.003714710252600297,3.88175157030972e-06
921,0.3188566013897663,9.29354014238371e-05,0.013868251609707775,1.4939442826717512e-05
922,0.3164080865068171,1.3726487928510953e-05,0.007429420505200594,4.054794412411941e-06
923,0.3164576802507837,2.1066116258501007e-05,0.013868251609707775,2.477807409282091e-05
924,0.3157647794807632,4.5498322194211663e-07,0.008420009905894007,2.6059861466970616e-06
925,0.3154441059292243,2.541975197216656e-08,0.005200594353640416,1.3920048329426518e-05
926,0.33355360978027426,9.599336201546555e-05,0.006934125804853888,3.648287789998123e-05
927,0.3156660412757974,2.9150195289095903e-06,0.00396235760277365,3.6110851786269863e-06
928,0.3150503237887181,8.179253576859156e-08,0.0012382367508667657,2.671508013792207e-06
929,0.3151486771247951,1.0920277245770887e-07,0.002228826151560178,1.921789244007819e-06
930,0.31665621079046424,8.896946333386815e-06,0.0079247152055473,3.953927606642127e-06
931,0.3157647794807632,2.8631876307180758e-06,0.002228826151560178,2.6226235052236787e-06
932,0.33538205980066443,6.608504907484536e-05,0.008915304606240713,6.75098023363694e-06
933,0.31845425867507887,3.74032721118941e-05,0.03516592372461615,6.209482083287349e-05
934,0.31680527224227206,1.0423442596457583e-05,0.012877662209014363,3.143821513912053e-06
935,0.3171536286522149,1.603488517618072e-05,0.02228826151560178,4.1429136048167584e-05
936,0.3417110941863417,0.0006681437081602247,0.005695889053987122,3.303026454777669e-06
937,0.3156907200375264,3.5060789725913964e-06,0.007677067855373947,3.388514775949693e-06
938,0.3157647794807632,1.6220083522389818e-06,0.008420009905894007,2.29977680607292e-06
939,0.315616695325934,9.66661904068162e-06,0.006934125804853888,3.685643678956254e-06
940,0.3179277222265963,4.911343540654496e-06,0.012877662209014363,3.083211428848896e-06
941,0.31675556950109823,0.0,0.0012382367508667657,1.963206381726012e-06
942,0.3182033096926714,1.6471979747154427e-05,0.03268945022288261,5.933584103493308e-05
943,0.3164576802507837,1.832903015930472e-06,0.015354135710747894,3.0210936303292596e-05
944,0.33352605930453455,0.00011557419901726228,0.008172362555720653,4.009749949934949e-05
945,0.31767760207694123,3.003256711079441e-05,0.02526002971768202,4.1786401774274845e-06
946,0.3166810446239511,2.6635632201680266e-05,0.011391778107974244,1.924830363076914e-05
947,0.3158635794743429,1.033951687394813e-06,0.001981178801386825,2.567712703366238e-06
948,0.31700423928403204,7.977478858785828e-06,0.020802377414561663,3.7271324927367315e-06
949,0.31517327505463627,2.774478871955666e-07,0.0024764735017335313,6.102990465540293e-06
950,0.3174278751670466,3.1981004718767914e-06,0.0064388311045071814,2.619239655357792e-06
951,0.35461491174145954,0.024571838924158013,0.02674591381872214,0.006147797869200812
952,0.31495203182279075,0.0,0.00024764735017335313,1.774621069210282e-06
953,0.31847937534505877,5.166366181261396e-05,0.03070827142149579,5.79236019094175e-05
954,0.3156907200375264,5.810156947627685e-07,0.007677067855373947,2.251696124271507e-06
955,0.31680527224227206,3.5397982282062466e-05,0.014115898959881128,2.9572370784372484e-06
956,0.3166810446239511,9.064989552312526e-06,0.017582961862308073,3.0701436821480554e-05
957,0.3191338022603335,5.392117361725396e-05,0.04185240217929668,7.603115513818537e-05
958,0.3176276252654763,7.853024667627917e-05,0.02228826151560178,3.733257389197727e-06
959,0.31863015860490806,6.5415543535679e-05,0.01337295690936107,5.3171444665881175e-06
960,0.31502574504602904,2.044813394214789e-08,0.0009905894006934125,1.8153600707758763e-06
961,0.31875592042942846,4.5507151778222026e-05,0.017830609212481426,3.6922647382869265e-06
962,0.3153948293368742,3.9606530604914426e-07,0.0012382367508667657,1.8706996387589054e-06
963,0.315962441314554,3.65965094428863e-06,0.002228826151560178,2.517734948982601e-06
964,0.3153455681374463,6.144735746587268e-07,0.004210004952947003,2.113192296454321e-06
965,0.3175776641761699,1.589749181023586e-05,0.020802377414561663,3.8044663331352596e-06
966,0.31775259678942397,7.323442147969648e-05,0.02303120356612184,3.7318193434442926e-05
967,0.3153455681374463,1.157406935195379e-06,0.004210004952947003,2.147600318105279e-06
968,0.3161355985281453,9.233606914023464e-06,0.012134720158494303,2.8869452228223027e-06
969,0.33493696084936964,0.0006302996573637761,0.0237741456166419,7.928543224265107e-05
970,0.31546875,1.2103302225012229e-06,0.005448241703813769,1.041355673491643e-05
971,0.33443763458671527,0.000135460924988223,0.011639425458147598,4.965416418706962e-05
972,0.31537019681349576,0.0,0.0012382367508667657,2.1146267564881837e-06
973,0.3198669201520912,7.742678026617276e-05,0.015601783060921248,9.11779435420585e-06
974,0.3182785528493734,2.2607483801743858e-05,0.033432392273402674,6.0219581886552316e-05
975,0.31546875,3.609527481250367e-07,0.005448241703813769,2.2849706113155206e-06
976,0.3171287206471374,2.333151371615494e-08,0.002228826151560178,2.1672814784337384e-06
977,0.31802788060171694,1.2316190268729051e-05,0.03095591877166914,6.125807213482488e-05
978,0.31695447409733124,4.282528510810266e-06,0.0032194155522535907,2.714397226007615e-06
979,0.3155673648015005,1.3714078835795964e-07,0.0064388311045071814,2.1716014310184466e-06
980,0.3352706741946197,9.769855680993426e-05,0.0064388311045071814,2.2521374992856002e-06
981,0.31830364180986914,1.405836850577991e-05,0.01659237246161466,3.4086302553864647e-06
982,0.31658173265386125,1.501247835524619e-05,0.01188707280832095,2.975304407096444e-06
983,0.31564136637223483,9.3910967333937e-06,0.007181773155027241,7.022587874926662e-06
984,0.3150749063670412,8.17738900537507e-08,0.0014858841010401188,3.212965890581622e-06
985,0.3152224824355972,1.0194855351156593e-06,0.0029717682020802376,1.9328476227805444e-06
986,0.31564136637223483,3.1619653986409083e-06,0.007181773155027241,2.401589861145902e-06
987,0.31537019681349576,2.1975283140546253e-06,0.004457652303120356,6.437979413595697e-06
988,0.31665621079046424,1.808997879913928e-05,0.01733531451213472,3.4395439823039675e-06
989,0.315616695325934,1.586004130458917e-06,0.006934125804853888,2.4119765909525236e-06
990,0.3163585083046067,1.4044024525583031e-05,0.014363546310054482,3.0136986681544157e-06
991,0.34275528393175453,0.0037819722655048024,0.014611193660227836,3.908895414242599e-06
992,0.31690472453304036,2.1101241018844212e-08,0.001981178801386825,2.0786577717331277e-06
993,0.31630894563684786,8.346053500870403e-06,0.009162951956414065,2.55805966357792e-06
994,0.31745283018867926,2.517819971568448e-06,0.008172362555720653,2.9396948664731312e-06
995,0.3367806505421184,0.0005079453349450896,0.03244180287270926,8.986731706167241e-05
996,0.31502574504602904,3.067220091322184e-08,0.0009905894006934125,1.8587972396242666e-06
997,0.33566084788029926,0.0001484778265841067,0.007429420505200594,2.8391064949446735e-06
998,0.33582834331337325,5.3506347637872284e-05,0.008420009905894007,6.894699370444502e-06
999,0.3345761869251802,0.00021425205954388882,0.012877662209014363,4.792678734140154e-05
1000,0.31893215385830503,6.856042366171837e-06,0.00866765725606736,3.2511571211828067e-06
1001,0.3186804514245127,2.6401967232264693e-05,0.017087667161961365,3.515762171803925e-06
1002,0.31888178156834873,1.6667350364547767e-05,0.03937592867756315,7.818443695476023e-05
1003,0.3158141717503519,6.057581919549093e-07,0.008915304606240713,1.7216811509368753e-05
1004,0.33493696084936964,0.00027542021623816286,0.003467062902426944,3.4539251044731917e-06
1005,0.31660655480633526,1.978986468994807e-05,0.008172362555720653,1.0588092049085196e-05
1006,0.317827626918536,1.946548463860089e-05,0.028974739970282316,5.6445667773722914e-05
1007,0.3150749063670412,0.0,0.0014858841010401188,3.084434996619514e-06
1008,0.33694926568758343,0.0006306175250255831,0.03863298662704309,0.00010003306727550514
1009,0.334520752216055,0.00026361548465183085,0.017087667161961365,5.6556599166578154e-05
1010,0.315937720053204,1.0501365399305038e-06,0.010153541357107478,2.0324903301648274e-05
1011,0.3163337250293772,1.5715461286111902e-05,0.014115898959881128,3.7815935521251748e-06
1012,0.3163585083046067,2.967966412234618e-06,0.005448241703813769,2.6636144159291957e-06
1013,0.3155673648015005,3.1020005189879344e-06,0.0029717682020802376,3.90498430952375e-06
1014,0.3178026129387691,5.452292417628804e-05,0.01733531451213472,2.916930490371329e-05
1015,0.3176276252654763,3.570702999718954e-05,0.010401188707280832,3.3557857523445443e-06
1016,0.31752771880160413,5.115797437272772e-06,0.026002971768202078,5.407318735866378e-05
1017,0.31546875,8.256065156923892e-06,0.005448241703813769,2.708106534671159e-06
1018,0.31588828913400613,8.076758992391745e-07,0.009658246656760773,1.8962128786703828e-05
1019,0.315962441314554,5.768072077808473e-06,0.00866765725606736,2.345295986260057e-06
1020,0.36460496613995486,0.005948477022332591,0.008172362555720653,4.772868928912632e-05
1021,0.31650728954381563,5.180208724435038e-06,0.0158494304110946,2.866128511591538e-05
1022,0.33779488037476996,0.000679911372128997,0.020307082714214955,7.949826311772717e-06
1023,0.33507592730893704,0.000457994687834057,0.0047052996532937095,4.473537134381267e-06
1024,0.31670588235294117,7.68083687455508e-06,0.017830609212481426,3.3206602717879254e-05
1025,0.31687985560699994,3.592560292663256e-06,0.0195641406636949,4.0027104159134735e-05
1026,0.33510373443983404,0.00042207105788746375,0.017087667161961365,5.144081902302202e-05
1027,0.3157400891391039,2.707646452915041e-06,0.008172362555720653,2.447478998243187e-06
1028,0.3162841701261064,2.615508429640703e-06,0.013620604259534423,2.6124544848338354e-05
1029,0.3182033096926714,1.2283842927863042e-05,0.008172362555720653,3.1327744213731067e-06
1030,0.3157647794807632,5.0341186064287145e-06,0.003714710252600297,3.9985606513333064e-06
1031,0.33694926568758343,0.00020512911184814744,0.010648836057454186,6.934682927358989e-06
1032,0.31500117013807627,0.0,0.0007429420505200594,1.8017851319090885e-06
1033,0.3179527559055118,8.878628935742613e-06,0.03021297672114908,5.952338708960342e-05
1034,0.3163337250293772,9.373912513241837e-06,0.009410599306587419,2.41093907797113e-06
1035,0.33627581612258495,0.00024022687104327905,0.012134720158494303,7.23932576244804e-06
1036,0.3158635794743429,7.86435165299526e-07,0.009410599306587419,2.698485633848301e-06
1037,0.3191842542091534,3.334369795309623e-05,0.04234769687964338,7.811699601554822e-05
1038,0.3160118954452966,2.4967429702200807e-06,0.001733531451213472,1.9630218873552282e-06
1039,0.3355771628022937,0.0007549495758214158,0.009162951956414065,9.408540296584794e-06
1040,0.3189069657242142,3.228550071230128e-05,0.0396235760277365,7.531657835407577e-05
1041,0.3359400998336107,0.0002744287965171806,0.00866765725606736,2.7684860086515317e-06
1042,0.31554270532155976,9.378616957344035e-07,0.006191183754333828,1.2346545420509157e-05
1043,0.3192094861660079,3.713451260765727e-05,0.037394749876176324,6.780062220937877e-05
1044,0.3149765990639626,0.0,0.0004952947003467063,1.8090788800682438e-06
1045,0.31956315289648624,5.323862515664463e-05,0.04606240713224368,8.441802483481616e-05
1046,0.31495203182279075,0.0,0.00024764735017335313,1.774621069210282e-06
1047,0.3162841701261064,1.4778797969010864e-05,0.006191183754333828,6.529765157550723e-06
1048,0.31517327505463627,1.2166639695577998e-06,0.0024764735017335313,3.4969502795179826e-06
1049,0.3177025963808025,1.545166251432006e-05,0.02773650321941555,5.5423475479891694e-05
1050,0.3156660412757974,2.864289239574449e-06,0.00396235760277365,3.4613280695317303e-06
1051,0.3183287347260544,6.712409345909979e-06,0.010896483407627538,3.825606165180304e-06
1052,0.31541946570848306,4.220359001412857e-06,0.004952947003467063,2.6378629258345797e-06
1053,0.33546564758660796,7.245038459500217e-05,0.008172362555720653,2.7166468029546994e-06
1054,0.31564136637223483,1.7659097554481933e-07,0.007181773155027241,2.2246140316456395e-06
1055,0.31611085016439644,2.264888776010368e-05,0.01188707280832095,3.857887239475701e-06
1056,0.3180028350921405,2.0419470483422246e-05,0.03070827142149579,5.580061306040645e-05
1057,0.3164080865068171,9.232212134524723e-06,0.014858841010401188,2.509678516034683e-05
1058,0.31598716644494873,8.66399329727291e-07,0.010648836057454186,1.8295733558340194e-05
1059,0.3177275946179873,2.785117104087605e-05,0.022040614165428428,3.932697203218239e-06
1060,0.3375125376128385,0.00026589663408948123,0.01659237246161466,1.2106904425619948e-05
1061,0.31541946570848306,3.4626321013014565e-06,0.004952947003467063,3.0929110017394577e-06
1062,0.3169793547374205,1.0732156783186526e-05,0.016344725111441305,3.334439003682312e-06
1063,0.35718708536045995,0.03978470502937034,0.04210004952947003,0.00716227449656823
1064,0.316383295463449,3.037330544447628e-06,0.008915304606240713,2.6738696278653928e-06
1065,0.3150503237887181,9.437600280991335e-09,0.0012382367508667657,1.9010002580445518e-06
1066,0.3169793547374205,6.2374532363276884e-06,0.02055473006438831,3.9031076558308134e-05
1067,0.31495203182279075,0.0,0.00024764735017335313,1.774621069210282e-06
1068,0.31765261170547515,2.407808475144088e-06,0.010153541357107478,2.8014772208404525e-06
1069,0.31732809430255404,2.2751714958793608e-05,0.024021792966815253,4.0194128512636154e-06
1070,0.3212921705919796,0.00026402558260508037,0.05225359088657751,8.985238444397482e-05
1071,0.3157647794807632,5.752029824906248e-06,0.004952947003467063,4.105108182747199e-06
1072,0.31500117013807627,0.0,0.0007429420505200594,1.7996600987863176e-06
1073,0.3162346307463388,2.4912578167948647e-06,0.013125309559187715,3.087603024500618e-06
1074,0.3351871835311696,5.271747324338711e-05,0.005695889053987122,2.4850712229050197e-06
1075,0.3200443845605136,4.930301749291871e-05,0.050767706785537395,9.271249007486712e-05
1076,0.3355771628022937,0.0003255140738507727,0.021792966815255076,6.670024522351918e-05
1077,0.3172782273905869,5.921239678284538e-05,0.02352649826646855,4.001886455725952e-06
1078,0.31554270532155976,2.493587169946313e-07,0.006191183754333828,2.3595038468148925e-06
1079,0.33627581612258495,0.0005534173767156923,0.0079247152055473,2.6660696309795114e-06
1080,0.31546875,3.7261017568791272e-06,0.00396235760277365,5.385158845831583e-06
1081,0.31775259678942397,4.8429494109350805e-06,0.009658246656760773,3.5086885918822778e-06
1082,0.3168301294625343,9.99682360287146e-06,0.01906884596334819,3.6039194154142996e-06
1083,0.3177025963808025,1.3542739624407422e-05,0.02773650321941555,5.411769623617348e-05
1084,0.3194114855244423,7.173764179975422e-05,0.033680039623576026,5.988309461650657e-05
1085,0.3151978768246039,1.1121129262717786e-06,0.0027241208519068845,2.4100418977273638e-06
1086,0.3183538315988647,2.2637954536268058e-05,0.028974739970282316,5.251496065523433e-05
1087,0.3157154026583268,5.728344646103298e-07,0.0079247152055473,2.2710293703531225e-06
1088,0.3152224824355972,2.9570321250192725e-07,0.0029717682020802376,2.0718114338801795e-06
1089,0.3185296205726907,1.4860760267954738e-05,0.0359088657751362,7.163206058513348e-05
1090,0.3197149643705463,9.650879358283614e-05,0.03665180782565626,6.283300351640937e-05
1091,0.3171536286522149,8.033695555146498e-06,0.02228826151560178,4.226692737739898e-05
1092,0.31802788060171694,1.3975680382977095e-06,0.007677067855373947,2.9959439411732826e-06
1093,0.3150503237887181,2.044813394214789e-07,0.0012382367508667657,1.82831836454569e-06
1094,0.317827626918536,1.4018118617007108e-05,0.028974739970282316,5.7247475059996965e-05
1095,0.3177275946179873,1.4557013603703912e-05,0.022783556215948488,4.1010177197929644e-05
1096,0.3193862216246144,3.7894706051827186e-05,0.04432887568103021,7.899114866251325e-05
1097,0.3184291459664064,2.999852732125631e-05,0.017830609212481426,3.771774876420771e-06
1098,0.32014588123364784,8.542058878706568e-05,0.0470529965329371,8.537410628516094e-05
1099,0.3194620253164557,4.1041947465083036e-05,0.04507181773155027,8.274872001311623e-05
1100,0.3171536286522149,1.8076714777023903e-05,0.017582961862308073,3.4379731370046066e-05
1101,0.31551804969526487,1.7460084430417434e-06,0.005943536404160475,2.5365279419634265e-06
1102,0.3196896524424036,1.057197427395552e-05,0.012382367508667657,3.957271546394674e-06
1103,0.33585627547201197,0.0004481197390596397,0.028974739970282316,8.480546948650616e-05
1104,0.3349647449191207,0.00016296465008238924,0.005943536404160475,8.139319929934273e-05
1105,0.31775259678942397,1.0596382533974954e-05,0.028231797919762255,5.147821825473458e-05
1106,0.3196643445218493,0.00011738470254282394,0.0316988608221892,4.9438191856756044e-05
1107,0.3378796753409756,0.0008622883580861532,0.046805349182763745,0.0001136630756870451
1108,0.3198162521780453,8.608098515414191e-05,0.043833580980683504,7.835488621143647e-05
1109,0.3174029240685427,6.644099895747333e-06,0.024764735017335313,4.861674067077746e-05
1110,0.3157894736842105,4.756597072476507e-06,0.00866765725606736,2.5027833466896258e-06
1111,0.3173031588873173,6.970071593363506e-07,0.006191183754333828,2.615691034078577e-06
1112,0.3336362885235066,0.0001286546757982767,0.009162951956414065,3.823752440628121e-05
1113,0.31500117013807627,0.0,0.0007429420505200594,1.800242427044542e-06
1114,0.31752771880160413,1.906045718784137e-05,0.020307082714214955,3.7047832272192442e-06
1115,0.31546875,8.605809633783684e-07,0.005448241703813769,2.1462974692979245e-06
1116,0.31857988165680473,6.311381105239135e-05,0.01659237246161466,4.512481819702393e-06
1117,0.3170789163722026,1.363208929476526e-08,0.002228826151560178,2.145287838049277e-06
1118,0.31687985560699994,6.288987254064617e-06,0.0195641406636949,3.9543034589942554e-05
1119,0.31549339792171266,1.8991953758816154e-06,0.005695889053987122,2.287794489549466e-06
1120,0.3158635794743429,5.605238597516932e-06,0.009410599306587419,2.572208827553671e-06
1121,0.3157647794807632,1.6298599667135157e-06,0.008420009905894007,2.5936500207087533e-06
1122,0.3168301294625343,1.012834580494729e-05,0.01906884596334819,3.6431249137766987e-06
1123,0.317852644836272,3.917608168160055e-05,0.02451708766716196,4.408609950570242e-05
1124,0.3174777891343659,2.507749958497135e-06,0.008420009905894007,2.674347136284647e-06
1125,0.31732809430255404,2.3636323339615003e-05,0.019316493313521546,3.555059508642061e-05
1126,0.3151240830341814,7.487162889586458e-08,0.001981178801386825,1.8892041322259084e-06
1127,0.31527170518425984,2.551395995617923e-06,0.003467062902426944,2.9065052182030445e-06
1128,0.3418557399254995,0.0016822538161000364,0.006934125804853888,3.1951107218866613e-06
1129,0.3174029240685427,5.535110771185494e-06,0.024764735017335313,5.132994046928752e-05
1130,0.3171536286522149,1.2871420474488304e-05,0.017087667161961365,2.8944255228714647e-05
